Date,Price,Volatility,Volume
2012-01-03,37.138710021972656,1.6599998474121094,6177500
2012-01-04,36.503753662109375,0.9300003051757812,2393900
2012-01-05,36.84661865234375,1.1200027465820312,1805000
2012-01-06,36.72598648071289,0.7700004577636719,1337800
2012-01-09,36.59899139404297,0.6299972534179688,1537200
2012-01-10,37.00538635253906,0.4600028991699219,1558300
2012-01-11,37.26570510864258,0.779998779296875,1407000
2012-01-12,36.99267578125,0.8699989318847656,1734500
2012-01-13,37.0752067565918,0.7300033569335938,1534700
2012-01-17,37.37999725341797,0.6500015258789062,1450300
2012-01-18,37.64032745361328,0.6599998474121094,1522000
2012-01-19,37.78636932373047,0.5200004577636719,1277300
2012-01-20,38.02130508422852,0.779998779296875,1352900
2012-01-23,38.20542907714844,0.6300010681152344,1238800
2012-01-24,38.497520446777344,0.8500022888183594,1820800
2012-01-25,38.99279022216797,1.1100006103515625,1499400
2012-01-26,39.26581573486328,0.5699996948242188,1620800
2012-01-27,39.27851867675781,0.7000007629394531,1498300
2012-01-30,38.9864501953125,0.4800033569335937,2355500
2012-01-31,39.17692184448242,0.5400009155273438,2069500
2012-02-01,39.56425476074219,0.44000244140625,3222200
2012-02-02,39.65316390991211,0.3400001525878906,2712600
2012-02-03,40.20555877685547,0.6199989318847656,2698900
2012-02-06,40.07855987548828,0.5500030517578125,1778100
2012-02-07,39.97697830200195,0.3699989318847656,1985800
2012-02-08,40.046817779541016,0.7199974060058594,1735200
2012-02-09,39.75473403930664,1.029998779296875,1438000
2012-02-10,39.38647079467773,0.6100006103515625,1675200
2012-02-13,39.78649139404297,0.5200004577636719,1842100
2012-02-14,39.38011932373047,1.0900001525878906,1866500
2012-02-15,39.14519119262695,0.7800025939941406,1969800
2012-02-16,39.55790710449219,0.8999977111816406,2318000
2012-02-17,39.589656829833984,0.5800018310546875,1695100
2012-02-21,38.97373962402344,1.4099998474121094,2815800
2012-02-22,38.6435661315918,0.8100013732910156,2261300
2012-02-23,39.12613296508789,0.8700027465820312,2453200
2012-02-24,39.17692184448242,0.6099967956542969,1810800
2012-02-27,39.11343383789063,0.970001220703125,2002800
2012-02-28,38.88485336303711,0.8100013732910156,2381700
2012-02-29,38.72611999511719,0.7999992370605469,3013500
2012-03-01,38.96104049682617,0.5200004577636719,3386900
2012-03-02,38.903900146484375,0.5499992370605469,1860100
2012-03-05,39.29756164550781,0.9099998474121094,1830300
2012-03-06,38.77689743041992,0.7399978637695312,2236400
2012-03-07,38.9864501953125,0.7699966430664062,1367200
2012-03-08,38.78324890136719,0.6899986267089844,1454200
2012-03-09,38.97373962402344,0.5999984741210938,1621800
2012-03-12,39.25947570800781,0.6599998474121094,2644800
2012-03-13,40.053165435791016,1.1100006103515625,2407300
2012-03-14,39.945220947265625,0.8100013732910156,2280800
2012-03-15,39.88808822631836,0.4799995422363281,1595600
2012-03-16,40.116661071777344,0.4300003051757812,1799600
2012-03-19,40.39604949951172,1.0300025939941406,2106100
2012-03-20,40.3388900756836,0.55999755859375,1795700
2012-03-21,40.28175735473633,0.3200035095214844,1515200
2012-03-22,39.72934722900391,0.8900032043457031,3203400
2012-03-23,39.97697830200195,0.920001983642578,2495000
2012-03-26,40.44549560546875,0.529998779296875,1630000
2012-03-27,40.451904296875,0.5,3449500
2012-03-28,40.38788986206055,0.7900009155273438,1573800
2012-03-29,40.40710067749024,0.8400001525878906,1530300
2012-03-30,40.739933013916016,0.5100021362304688,2059900
2012-04-02,41.027950286865234,0.6799964904785156,6716800
2012-04-03,40.867942810058594,0.5900039672851562,2338900
2012-04-04,40.41990280151367,0.5800018310546875,2045700
2012-04-05,40.26627731323242,0.529998779296875,2925300
2012-04-09,39.83744430541992,0.6899986267089844,1126900
2012-04-10,38.97975540161133,1.579998016357422,2670600
2012-04-11,39.47900772094727,0.5200004577636719,1917300
2012-04-12,40.0230598449707,1.0300025939941406,1373400
2012-04-13,39.85664367675781,0.6100006103515625,2097600
2012-04-16,40.40068435668945,1.0300025939941406,1973400
2012-04-17,40.74632263183594,0.9099998474121094,1524000
2012-04-18,40.47109222412109,0.4200019836425781,1278100
2012-04-19,40.47109222412109,0.6899986267089844,2543700
2012-04-20,40.96395111083984,0.8700027465820312,1649700
2012-04-23,40.54150772094727,0.6800003051757812,1764500
2012-04-24,41.14957427978516,0.9300003051757812,2618500
2012-04-25,41.62320709228516,0.4600067138671875,2191000
2012-04-26,41.725616455078125,0.6699981689453125,1885400
2012-04-27,42.013648986816406,0.75,2058500
2012-04-30,41.90483474731445,0.5999984741210938,2165000
2012-05-01,42.35927581787109,1.220001220703125,3024200
2012-05-02,42.2952880859375,0.7700042724609375,1801900
2012-05-03,42.1480598449707,0.6100006103515625,2099900
2012-05-04,41.77683639526367,0.5799942016601562,1480000
2012-05-07,42.07126235961914,0.8799972534179688,1574000
2012-05-08,41.99445343017578,0.69000244140625,1610900
2012-05-09,41.86003494262695,0.9800033569335938,2729800
2012-05-10,41.89204025268555,0.8899993896484375,2346300
2012-05-11,41.98163604736328,0.8800048828125,2780400
2012-05-14,41.45039749145508,0.6699981689453125,2759300
2012-05-15,41.23277282714844,0.5900039672851562,2525400
2012-05-16,40.77833557128906,1.1200027465820312,2051300
2012-05-17,39.58781814575195,1.8700027465820312,3341500
2012-05-18,39.1077766418457,1.4399986267089844,2888400
2012-05-21,39.95904541015625,1.3899993896484375,2124900
2012-05-22,40.03586196899414,0.6800003051757812,1767400
2012-05-23,40.09347915649414,1.2400016784667969,2668900
2012-05-24,40.27268600463867,1.0400009155273438,1369500
