Date,Price,Volatility,Volume
2012-01-03,73.82162475585938,1.2299957275390625,145300
2012-01-04,74.04263305664062,1.3599929809570312,90000
2012-01-05,73.72894287109375,1.339996337890625,116300
2012-01-06,73.2797622680664,1.3600006103515625,124300
2012-01-09,73.55783081054688,0.720001220703125,116500
2012-01-10,74.19239044189453,1.0500030517578125,136000
2012-01-11,73.25123596191406,1.4599990844726562,344700
2012-01-12,72.65234375,1.2300033569335938,105600
2012-01-13,72.1675033569336,1.0,168900
2012-01-17,72.6666030883789,1.25,101700
2012-01-18,73.86441802978516,2.2399978637695312,89300
2012-01-19,74.14247131347656,0.8100051879882812,104800
2012-01-20,74.07830810546875,1.149993896484375,87600
2012-01-23,74.76276397705078,1.0400009155273438,104500
2012-01-24,74.541748046875,1.1100006103515625,123200
2012-01-25,75.54702758789062,2.9099960327148438,143800
2012-01-26,74.34210205078125,2.6199951171875,160500
2012-01-27,74.27793884277344,0.8300018310546875,127000
2012-01-30,73.86441802978516,1.410003662109375,139000
2012-01-31,73.33677673339844,1.9099960327148438,104200
2012-02-01,73.71468353271484,1.1299972534179688,110900
2012-02-02,74.14247131347656,1.3000030517578125,96300
2012-02-03,75.4400863647461,1.1200027465820312,110400
2012-02-06,76.33843994140625,2.0699996948242188,135200
2012-02-07,76.73770141601562,2.0100021362304688,156200
2012-02-08,76.54519653320312,1.4300003051757812,111400
2012-02-09,76.54519653320312,1.1999969482421875,113000
2012-02-10,75.6825180053711,0.7699966430664062,122800
2012-02-13,76.33843994140625,1.0800018310546875,109900
2012-02-14,76.54519653320312,1.029998779296875,82500
2012-02-15,76.48101806640625,1.1399993896484375,121900
2012-02-16,77.58614349365234,2.1200027465820312,114600
2012-02-17,77.84282684326172,1.1100006103515625,115900
2012-02-21,78.32049560546875,0.8600006103515625,199600
2012-02-22,78.47022247314453,0.970001220703125,157600
2012-02-23,78.96932220458984,1.5199966430664062,100800
2012-02-24,79.25452423095703,0.6399993896484375,189500
2012-02-27,78.9906997680664,1.3700027465820312,146400
2012-02-28,78.71265411376953,1.3699951171875,130600
2012-02-29,77.80003356933594,2.1199951171875,138300
2012-03-01,78.62711334228516,1.1200027465820312,244100
2012-03-02,77.67167663574219,1.6199951171875,89200
2012-03-05,77.29386138916016,1.4500045776367188,104900
2012-03-06,75.90352630615234,1.1399993896484375,182700
2012-03-07,76.4311294555664,1.5199966430664062,60700
2012-03-08,77.0799560546875,1.220001220703125,47900
2012-03-09,77.1227035522461,1.089996337890625,71600
2012-03-12,76.58086395263672,1.0400009155273438,159800
2012-03-13,77.62179565429688,1.8100051879882812,76600
2012-03-14,76.85891723632812,1.5800018310546875,153700
2012-03-15,76.96585083007812,1.1899948120117188,106200
2012-03-16,77.98541259765625,1.5900039672851562,72000
2012-03-19,78.4845199584961,1.3600006103515625,95500
2012-03-20,77.25817108154297,0.9300003051757812,71500
2012-03-21,76.53805541992188,1.2299957275390625,69100
2012-03-22,74.86254119873047,1.8799972534179688,162800
2012-03-23,75.6825180053711,1.80999755859375,89500
2012-03-26,76.35269165039062,0.839996337890625,86400
2012-03-27,75.52562713623047,1.3000030517578125,89000
2012-03-28,74.4918441772461,2.0600051879882812,202600
2012-03-29,74.49896240234375,1.5699996948242188,81800
2012-03-30,74.99089813232422,1.2600021362304688,77500
2012-04-02,75.7395248413086,2.3000030517578125,98400
2012-04-03,75.14775848388672,1.8499984741210938,227600
2012-04-04,74.09255981445312,1.1500015258789062,126900
2012-04-05,73.63626861572266,1.5100021362304688,107000
2012-04-09,72.73076629638672,1.2099990844726562,112100
2012-04-10,71.19786834716797,2.2700042724609375,120500
2012-04-11,71.20499420166016,1.5200042724609375,95100
2012-04-12,72.78068542480469,2.3000030517578125,86800
2012-04-13,71.66130065917969,1.4899978637695312,259100
2012-04-16,71.26202392578125,1.8199996948242188,114800
2012-04-17,72.41706085205078,1.3300018310546875,89000
2012-04-18,72.26021575927734,0.8799972534179688,66000
2012-04-19,72.14614868164062,1.30999755859375,126100
2012-04-20,71.96788787841797,1.6399993896484375,70200
2012-04-23,71.9108657836914,2.0400009155273438,203400
2012-04-24,72.36717224121094,1.0800018310546875,78100
2012-04-25,73.20134735107422,1.0800018310546875,79700
2012-04-26,73.88578796386719,1.7099990844726562,89400
2012-04-27,73.86441802978516,0.8700027465820312,67600
2012-04-30,74.19239044189453,1.0999984741210938,108100
2012-05-01,75.11925506591797,2.0900039672851562,154000
2012-05-02,73.91431427001953,0.9800033569335938,71300
2012-05-03,72.65234375,2.0499954223632812,65000
2012-05-04,71.05528259277344,1.8899993896484375,118900
2012-05-07,70.92694091796875,1.5100021362304688,82300
2012-05-08,70.6417465209961,2.2299957275390625,144300
2012-05-09,70.18545532226562,2.0800018310546875,198300
2012-05-10,70.54905700683594,1.30999755859375,85500
2012-05-11,70.04998016357422,1.6200027465820312,72000
2012-05-14,68.85932922363281,0.779998779296875,217600
2012-05-15,67.71853637695312,2.2699966430664062,329200
2012-05-16,67.41197967529297,2.2199935913085938,133600
2012-05-17,66.92000579833984,1.5799942016601562,174200
2012-05-18,66.40667724609375,2.0900039672851562,122700
2012-05-21,68.07504272460938,2.279998779296875,99100
2012-05-22,67.7684555053711,2.4300003051757812,134100
2012-05-23,68.06077575683594,2.6299972534179688,196700
2012-05-24,67.86827087402344,1.7400054931640625,123400
2012-05-25,67.68287658691406,1.0199966430664062,104200
2012-05-29,68.74522399902344,1.5800018310546875,84300
2012-05-30,66.67761993408203,1.8600006103515625,131100
2012-05-31,65.97173309326172,2.5400009155273438,192400
